ID,High_c
K03709,1.76018E-05
K12145,1.76308E-05
K03204,1.76356E-05
K09681,1.76562E-05
K03724,1.76653E-05
K01364,1.77067E-05
K00433,1.7708E-05
K09901,1.77112E-05
K14588,1.77206E-05
K14088,1.775E-05
K12521,1.7789E-05
K00885,1.77955E-05
K03472,1.7829E-05
K07246,1.78601E-05
K01637,1.79078E-05
K00218,1.79092E-05
K03656,1.79636E-05
K09806,1.79643E-05
K13629,1.79682E-05
K13631,1.79783E-05
K12063,1.79834E-05
K02617,1.80016E-05
K06015,1.8003E-05
K05368,1.80463E-05
K02363,1.80466E-05
K11923,1.80782E-05
K13895,1.81162E-05
K01354,1.81236E-05
K12291,1.8129E-05
K04844,1.81405E-05
K09937,1.81583E-05
K10243,1.81712E-05
K00303,1.8224E-05
K03516,1.82283E-05
K07312,1.82707E-05
K03184,1.83679E-05
K01655,0.000018392
K02594,0.000018392
K03399,1.84228E-05
K11894,1.84328E-05
K02339,1.8438E-05
K11391,1.84402E-05
K13053,1.84683E-05
K11066,1.84957E-05
K08350,1.85003E-05
K01825,1.8523E-05
K01777,1.85342E-05
K06917,1.85362E-05
K02021,1.85432E-05
K14055,1.85583E-05
K12056,1.85837E-05
K09021,1.85963E-05
K09018,1.85988E-05
K07675,1.867E-05
K11209,1.86904E-05
K07637,1.87021E-05
K09705,1.87323E-05
K03471,1.8738E-05
K09916,1.8739E-05
K07687,1.87417E-05
K00260,1.87838E-05
K02364,1.87851E-05
K06416,1.88012E-05
K06877,1.88027E-05
K00011,1.88458E-05
K06157,1.8863E-05
K06048,1.88893E-05
K01577,1.89022E-05
K03603,1.89071E-05
K09862,1.89217E-05
K01922,1.89413E-05
K05921,1.89896E-05
K03276,1.89999E-05
K06919,1.90033E-05
K07283,1.90331E-05
K14393,1.90607E-05
K01974,1.90621E-05
K02399,1.91463E-05
K09475,1.91466E-05
K13924,1.91629E-05
K06192,1.91911E-05
K10941,1.92048E-05
K02391,1.92348E-05
K12136,1.9256E-05
K12517,1.9273E-05
K08361,1.92758E-05
K07797,1.92769E-05
K08984,1.93112E-05
K03329,1.93273E-05
K09989,1.9332E-05
K00897,1.93642E-05
K07267,1.93717E-05
K07710,1.93862E-05
K04045,1.94E-05
K02196,1.94005E-05
K01429,1.94137E-05
K07147,1.95004E-05
K01782,1.95085E-05
K01690,1.95242E-05
K01720,1.95281E-05
K14440,1.95369E-05
K00019,1.95523E-05
K03607,1.95806E-05
K07140,1.95846E-05
K14054,1.96115E-05
K09160,1.96317E-05
K03777,1.96614E-05
K03528,1.96747E-05
K02385,1.96891E-05
K09779,1.96891E-05
K05874,1.97036E-05
K02083,1.97045E-05
K03598,1.97067E-05
K09963,1.97329E-05
K03796,1.97986E-05
K04064,1.98063E-05
K12687,1.98248E-05
K11535,1.98293E-05
K06985,1.98823E-05
K14053,1.9899E-05
K02560,1.99285E-05
K11750,1.99456E-05
K00614,1.99574E-05
K05593,1.99604E-05
K11106,1.99659E-05
K00777,1.99909E-05
K06957,2.00178E-05
K10003,2.00298E-05
K05812,2.00458E-05
K01554,2.005E-05
K06331,2.00998E-05
K13926,2.01122E-05
K06929,2.01959E-05
K02436,2.01975E-05
K05791,2.02126E-05
K06164,2.02146E-05
K07009,2.0223E-05
K07232,2.03397E-05
K09134,2.03549E-05
K13938,2.03841E-05
K03586,2.03855E-05
K00906,2.03875E-05
K02009,2.04361E-05
K03185,2.04538E-05
K08368,2.04718E-05
K08315,2.04749E-05
K01479,2.0492E-05
K10125,2.04943E-05
K05775,2.05177E-05
K02394,0.00002056
K11925,2.05762E-05
K07751,2.0587E-05
K02848,2.06017E-05
K07229,2.06045E-05
K09019,2.06083E-05
K07586,2.06083E-05
K02782,2.06321E-05
K11208,2.06391E-05
K02510,2.06476E-05
K01941,2.06478E-05
K03669,2.06715E-05
K06714,2.0694E-05
K12522,2.06962E-05
K07262,2.07007E-05
K02464,2.0706E-05
K10550,2.07235E-05
K01601,2.07978E-05
K02849,2.08082E-05
K03804,2.0862E-05
K02100,2.08815E-05
K03112,2.08825E-05
K01781,2.08998E-05
K07788,2.09334E-05
K03573,2.09573E-05
K09933,2.09594E-05
K09697,2.10019E-05
K07351,2.1017E-05
K03081,2.1021E-05
K06306,2.10444E-05
K00108,2.10679E-05
K09906,2.10874E-05
K06999,2.10881E-05
K10016,2.10927E-05
K11710,2.11094E-05
K10857,2.11146E-05
K09882,2.11591E-05
K07690,2.12222E-05
K09016,2.12222E-05
K03765,2.12888E-05
K03812,2.12952E-05
K00216,2.13011E-05
K12058,2.13184E-05
K01669,2.13314E-05
K13923,2.13493E-05
K14136,2.13855E-05
K06214,2.13949E-05
K02298,2.14012E-05
K07703,2.14168E-05
K10716,2.14593E-05
K08994,2.14879E-05
K03290,2.15102E-05
K14064,2.15131E-05
K02624,2.15853E-05
K03212,2.16263E-05
K11751,2.1676E-05
K03807,2.17057E-05
K05523,2.17144E-05
K12957,2.17151E-05
K04774,2.17187E-05
K00120,2.17432E-05
K08163,2.1786E-05
K07318,2.1823E-05
K07146,0.000021875
K08348,2.19093E-05
K13632,2.19312E-05
K04018,2.19619E-05
K04065,2.19667E-05
K11392,2.19702E-05
K00743,2.19778E-05
K00228,2.20334E-05
K02193,2.20509E-05
K11607,2.20693E-05
K13635,2.20944E-05
K05817,2.21147E-05
K00140,2.21294E-05
K00839,2.21592E-05
K07777,2.21995E-05
K12066,2.22297E-05
K04691,2.22307E-05
K02680,2.22545E-05
K01484,2.22578E-05
K06858,2.22872E-05
K07136,2.23416E-05
K06350,2.23489E-05
K02079,2.23835E-05
K01716,2.24143E-05
K11606,2.24189E-05
K07275,2.24565E-05
K01682,2.24765E-05
K07505,2.24864E-05
K00842,2.24984E-05
K07638,2.24988E-05
K04767,2.25026E-05
K02655,2.25088E-05
K11742,2.25611E-05
K13771,2.25672E-05
K09729,2.25724E-05
K13892,2.25765E-05
K05979,2.25853E-05
K12113,2.26659E-05
K06918,2.27076E-05
K09927,2.27107E-05
K07700,2.27115E-05
K12529,2.27763E-05
K00185,2.27917E-05
K08990,2.28408E-05
K12943,2.28528E-05
K04032,2.28698E-05
K07674,2.28759E-05
K01524,2.28794E-05
K07308,2.28817E-05
K10015,2.28829E-05
K02303,2.28844E-05
K13630,2.29308E-05
K10972,2.29348E-05
K06222,2.30017E-05
K03580,2.30158E-05
K07016,2.30327E-05
K03548,2.30937E-05
K05787,2.3134E-05
K07046,2.31434E-05
K13636,2.31533E-05
K02380,2.31792E-05
K09909,2.31852E-05
K03582,2.31932E-05
K11938,2.31953E-05
K07821,2.32073E-05
K07676,2.32511E-05
K03591,2.32675E-05
K09476,2.32728E-05
K01252,2.32827E-05
K07454,2.32907E-05
K00146,2.33232E-05
K00363,2.33359E-05
K03836,2.33599E-05
K12264,2.33705E-05
K03782,2.3409E-05
K01169,2.34458E-05
K02452,2.34745E-05
K00076,2.35018E-05
K12600,2.35285E-05
K10829,2.35862E-05
K07642,2.35962E-05
K00333,2.36006E-05
K04067,2.36057E-05
K02784,2.36118E-05
K02855,2.36569E-05
K09911,2.36674E-05
K03298,2.36767E-05
K02847,2.36802E-05
K01407,2.37034E-05
K00881,2.37038E-05
K00224,2.37185E-05
K04091,2.37304E-05
K10748,2.37688E-05
K09982,2.3778E-05
K13639,2.38307E-05
K07269,2.38694E-05
K09998,0.000023999
K09890,2.40127E-05
K06156,2.40168E-05
K07227,2.40208E-05
K05590,2.40231E-05
K12525,2.40581E-05
K05792,2.41238E-05
K08317,2.4125E-05
K08675,2.41319E-05
K10710,2.41453E-05
K02562,2.41602E-05
K07180,2.41736E-05
K04887,2.41821E-05
K00324,0.000024222
K00121,2.4255E-05
K10973,2.42809E-05
K06906,2.42858E-05
K10013,2.4302E-05
K07121,2.4318E-05
K14348,2.4389E-05
K13280,2.43965E-05
K00163,2.43973E-05
K12984,2.44127E-05
K06186,2.44522E-05
K11605,2.45088E-05
K07286,2.45141E-05
K01143,2.45219E-05
K02043,2.45855E-05
K02317,2.4599E-05
K05971,2.46331E-05
K05782,2.46809E-05
K00880,2.47382E-05
K04016,2.4742E-05
K12700,2.47526E-05
K03749,2.4762E-05
K12506,2.4762E-05
K09123,2.4775E-05
K09914,2.47868E-05
K11748,2.48062E-05
K07781,2.48207E-05
K06165,2.48321E-05
K07494,2.48322E-05
K01412,2.48435E-05
K13243,2.48665E-05
K12973,2.48858E-05
K03759,2.49026E-05
K00078,2.49296E-05
K02255,2.49486E-05
K03597,2.49947E-05
K12065,2.51231E-05
K07127,2.51295E-05
K00184,2.51417E-05
K04568,2.51516E-05
K14187,2.51609E-05
K05790,2.51634E-05
K01035,2.51634E-05
K03675,2.51814E-05
K06075,2.51816E-05
K11745,2.51874E-05
K07102,2.52146E-05
K10546,2.52385E-05
K07290,2.52662E-05
K09819,2.52826E-05
K06146,2.54005E-05
K12975,2.54017E-05
K00066,2.54593E-05
K10111,2.54694E-05
K03181,2.54758E-05
K00683,2.55243E-05
K02496,2.55274E-05
K01466,2.55394E-05
K08296,2.55536E-05
K13195,2.56258E-05
K06971,2.56295E-05
K02386,2.56352E-05
K00573,2.56403E-05
K03078,2.5671E-05
K07265,2.57268E-05
K12372,2.57452E-05
K09131,2.57595E-05
K10544,2.57786E-05
K05803,2.58313E-05
K02498,2.58689E-05
K00137,2.58736E-05
K09895,2.58757E-05
K00381,2.58809E-05
K11939,2.58882E-05
K09153,2.59218E-05
K00564,2.5952E-05
K01430,2.59814E-05
K00803,2.60171E-05
K13256,2.60249E-05
K08219,2.60482E-05
K03838,2.60661E-05
K07336,2.61258E-05
K10986,2.61801E-05
K04333,2.61932E-05
K06219,2.62171E-05
K02274,2.62264E-05
K13283,2.62379E-05
K03825,2.63034E-05
K02403,2.63098E-05
K02526,2.63374E-05
K11382,2.63432E-05
K08094,2.64098E-05
K09967,2.64573E-05
K11929,2.64823E-05
K06886,2.64862E-05
K00427,2.64901E-05
K10231,2.65916E-05
K07289,2.65933E-05
K11074,2.65962E-05
K04753,2.66255E-05
K11709,2.66324E-05
K10804,2.66453E-05
K00362,2.66588E-05
K01564,2.66691E-05
K01460,2.66938E-05
K01453,2.67083E-05
K13788,2.67289E-05
K09996,2.67506E-05
K06606,2.68E-05
K06162,2.68573E-05
K09994,2.69004E-05
K03634,2.69618E-05
K03490,2.69986E-05
K03776,2.70328E-05
K00122,2.70598E-05
K09801,2.70684E-05
K01087,2.70807E-05
K05568,2.70997E-05
K03435,2.71269E-05
K09124,2.71434E-05
K01741,2.71516E-05
K04017,2.71919E-05
K10984,2.72285E-05
K02170,2.72304E-05
K09017,2.72699E-05
K03491,2.73304E-05
K06132,2.73375E-05
K03632,2.73465E-05
K08161,2.74344E-05
K01608,2.74792E-05
K08194,2.75146E-05
K13244,2.75726E-05
K05805,2.75807E-05
K12061,2.75939E-05
K10001,2.76023E-05
K02467,2.76866E-05
K09900,2.76969E-05
K02451,2.77099E-05
K06166,2.77162E-05
K04074,2.77187E-05
K10549,2.77393E-05
K07806,2.78116E-05
K07694,2.78298E-05
K07640,2.78535E-05
K07647,2.787E-05
K06022,2.78743E-05
K05851,2.78772E-05
K00701,2.78988E-05
K03486,2.79253E-05
K00285,2.79411E-05
K00840,2.79424E-05
K06039,2.79463E-05
K07026,2.79485E-05
K03080,2.79563E-05
K03404,2.79795E-05
K07337,2.7987E-05
K09893,2.79926E-05
K07782,2.80269E-05
K09915,2.805E-05
K09471,2.80857E-05
K10679,2.80862E-05
K07450,2.80892E-05
K12519,2.80999E-05
K12149,2.81205E-05
K05318,2.81266E-05
K05275,2.81648E-05
K09128,2.81779E-05
K07120,2.81951E-05
K08224,2.82487E-05
K05304,2.829E-05
K02381,2.83088E-05
K02304,2.83132E-05
K06073,2.83498E-05
K06196,2.83537E-05
K04336,2.83718E-05
K02362,2.83741E-05
K07287,2.83878E-05
K07479,2.84421E-05
K01093,2.84504E-05
K07715,2.8458E-05
K07669,2.84818E-05
K09997,2.85263E-05
K02423,2.85403E-05
K12288,2.85566E-05
K07711,2.85967E-05
K03828,2.86026E-05
K12961,2.86081E-05
K13498,2.86665E-05
K07358,2.86695E-05
K01584,2.8736E-05
K02815,2.87594E-05
K09159,2.87678E-05
K06608,2.87687E-05
K05997,2.87918E-05
K02662,2.88267E-05
K10551,2.88362E-05
K01920,2.88676E-05
K02064,2.88844E-05
K02297,2.88902E-05
K07724,2.8902E-05
K12297,2.89037E-05
K06197,2.89182E-05
K12111,2.89225E-05
K11249,2.8939E-05
K00568,2.89413E-05
K05596,2.89636E-05
K09907,2.90449E-05
K12112,2.90558E-05
K00884,2.90608E-05
K04772,2.91188E-05
K01975,2.9151E-05
K03189,2.91603E-05
K03761,2.92209E-05
K08172,2.92253E-05
K06027,2.92643E-05
K03082,2.92987E-05
K11261,2.93176E-05
K00813,2.93238E-05
K03668,2.93374E-05
K06074,2.93693E-05
K05875,2.93778E-05
K02299,2.9387E-05
K11737,2.94009E-05
K01101,2.94138E-05
K00094,2.94434E-05
K11102,2.94506E-05
K01239,2.94615E-05
K10763,2.94841E-05
K12963,2.95207E-05
K02173,2.95366E-05
K11936,2.9551E-05
K01308,2.96021E-05
K11941,2.96159E-05
K12289,2.96789E-05
K03304,2.97257E-05
K00045,2.97275E-05
K11743,2.97608E-05
K03188,2.97609E-05
K03445,2.97706E-05
K03476,2.98149E-05
K02813,2.98473E-05
K03923,2.98946E-05
K09908,2.99079E-05
K09136,2.99507E-05
K11604,2.99829E-05
K00090,2.99904E-05
K03567,3.00024E-05
K07091,3.0054E-05
K08154,3.00607E-05
K01846,3.00727E-05
K09791,0.000030082
K11940,3.00924E-05
K09781,3.0095E-05
K07648,3.00964E-05
K00356,3.01131E-05
K07306,3.01433E-05
K08222,3.01529E-05
K07264,3.01645E-05
K07153,3.01734E-05
K09469,3.02139E-05
K03697,3.02375E-05
K03314,3.02399E-05
K06878,3.02436E-05
K02430,3.02511E-05
K07261,3.02559E-05
K09612,3.03049E-05
K07054,3.03171E-05
K03207,3.03277E-05
K07230,3.03345E-05
K02598,3.0358E-05
K06145,3.03925E-05
K01630,3.04554E-05
K13255,3.04557E-05
K11707,3.04628E-05
K08160,3.04901E-05
K12982,3.04904E-05
K03788,3.0494E-05
K08306,3.05003E-05
K13890,3.05322E-05
K00932,3.05329E-05
K00034,3.05636E-05
K02781,3.06246E-05
K06284,3.06468E-05
K05365,3.06489E-05
K05526,3.06689E-05
K06163,3.06731E-05
K00892,3.06964E-05
K09820,3.07729E-05
K10797,3.07883E-05
K12997,3.08131E-05
K06905,3.0873E-05
K11031,3.08832E-05
K10914,3.09138E-05
K03417,3.09293E-05
K01821,3.09485E-05
K12528,3.09584E-05
K02414,3.09703E-05
K04013,3.09733E-05
K00855,3.10234E-05
K06310,3.10256E-05
K00835,3.10275E-05
K02459,3.10444E-05
K03971,3.10575E-05
K07685,3.11146E-05
K09685,3.11337E-05
K09794,3.11801E-05
K07789,3.13383E-05
K06916,3.13676E-05
K00631,3.13878E-05
K11746,3.13981E-05
K07803,3.14072E-05
K06155,3.14525E-05
K11183,3.14565E-05
K02686,3.14583E-05
K03813,3.14817E-05
K00130,3.14857E-05
K12144,3.14886E-05
K02133,3.14896E-05
K08299,3.14896E-05
K12139,3.14983E-05
K01766,3.15177E-05
K11924,3.15182E-05
K00043,3.15223E-05
K12371,3.15504E-05
K03485,3.15555E-05
K03623,3.16385E-05
K11910,3.16491E-05
K07307,3.16668E-05
K10680,3.17037E-05
K00899,3.17723E-05
K09477,3.17866E-05
K01521,3.18371E-05
K07673,3.18876E-05
K01062,3.19459E-05
K01426,3.19513E-05
K03716,3.19571E-05
K05527,3.19946E-05
K07038,3.2048E-05
K11901,3.21551E-05
K03805,3.21686E-05
K03708,3.2183E-05
K03324,3.21836E-05
K03930,3.22916E-05
K08970,3.23465E-05
K07641,3.23471E-05
K06176,3.24594E-05
K03405,3.26223E-05
K13014,3.26285E-05
K10124,3.26403E-05
K11733,3.26602E-05
K09894,3.26792E-05
K13599,3.26831E-05
K06140,3.27404E-05
K11903,3.27723E-05
K01178,3.2777E-05
K00117,3.2779E-05
K02300,3.28608E-05
K02626,3.28655E-05
K05311,3.28876E-05
K09891,3.29399E-05
K12148,3.29548E-05
K09923,3.29812E-05
K02812,3.29829E-05
K12062,3.29944E-05
K06190,3.30129E-05
K11911,3.30969E-05
K00135,3.31575E-05
K13634,3.32568E-05
K03309,3.33097E-05
K14062,3.33631E-05
K09780,3.3401E-05
K10545,3.34037E-05
K00102,3.34349E-05
K08277,3.35606E-05
K00318,3.35993E-05
K02063,3.36202E-05
K09969,3.36811E-05
K03633,3.36875E-05
K01135,3.37268E-05
K06175,3.37348E-05
K02569,3.37466E-05
K08313,3.37719E-05
K08372,3.38004E-05
K02521,3.38139E-05
K11931,3.38377E-05
K09251,3.39386E-05
K09999,3.39489E-05
K02742,3.39736E-05
K01525,3.40959E-05
K06946,3.41049E-05
K08227,3.41785E-05
K02505,3.42106E-05
K09693,3.42178E-05
K13985,3.42657E-05
K03646,3.42831E-05
K01146,3.43122E-05
K09161,3.44264E-05
K12945,3.44346E-05
K09384,3.44679E-05
K11534,3.44728E-05
K11937,3.44968E-05
K03635,3.4522E-05
K09857,3.45815E-05
K07274,3.46029E-05
K10539,3.46414E-05
K02681,3.46568E-05
K03482,3.46999E-05
K12151,3.47765E-05
K00242,3.47951E-05
K10000,3.48233E-05
K02504,3.49138E-05
K10014,3.49358E-05
K04562,3.49514E-05
K03717,3.49597E-05
K07279,3.50137E-05
K06383,3.5034E-05
K06330,3.5067E-05
K13695,3.50871E-05
K05916,3.51039E-05
K03487,3.5112E-05
K05517,3.51751E-05
K12974,3.51812E-05
K09970,3.52037E-05
K02460,3.52673E-05
K03148,3.53049E-05
K07471,3.53197E-05
K02461,3.53382E-05
K07773,3.53837E-05
K06202,3.54013E-05
K12582,3.54264E-05
K00598,3.54442E-05
K00557,3.54537E-05
K00073,3.54558E-05
K05788,3.54678E-05
K09971,3.54827E-05
K08484,3.55133E-05
K02221,3.55417E-05
K07014,3.55425E-05
K07257,3.55445E-05
K05952,3.5552E-05
K14153,3.55723E-05
K10037,3.56189E-05
K03760,3.56414E-05
K02494,3.56658E-05
K09940,3.57547E-05
K02553,3.58079E-05
K09978,3.59651E-05
K09920,3.59757E-05
K01971,3.59923E-05
K03747,3.59946E-05
K12996,3.60205E-05
K03835,3.60234E-05
K10002,3.60346E-05
K03554,3.60397E-05
K02568,3.60771E-05
K02682,3.60772E-05
K07323,3.61068E-05
K12057,3.61206E-05
K12520,3.61382E-05
K09823,3.6173E-05
K14065,3.61823E-05
K06927,3.62024E-05
K09921,3.62137E-05
K07740,3.63494E-05
K02466,3.63809E-05
K03337,3.63982E-05
K06980,3.6419E-05
K09774,3.65106E-05
K10548,3.6571E-05
K07349,3.65749E-05
K08723,3.65972E-05
K02344,3.65994E-05
K03690,3.66262E-05
K00009,3.66596E-05
K07692,3.67045E-05
K00101,3.67812E-05
K00261,3.6783E-05
K00694,3.68206E-05
K03672,3.68351E-05
K00325,3.68484E-05
K05844,3.68498E-05
K12370,3.6892E-05
K13574,3.69014E-05
K07285,3.69204E-05
K00867,3.69251E-05
K05541,3.69453E-05
K11895,3.69511E-05
K07172,3.69628E-05
K03809,3.69635E-05
K03579,3.7059E-05
K01640,3.70966E-05
K03647,3.71963E-05
K00494,3.72264E-05
K12972,3.72544E-05
K09946,3.72705E-05
K11747,3.73236E-05
K02194,3.73477E-05
K04770,3.7363E-05
K06211,3.74187E-05
K03214,3.7436E-05
K00769,3.75206E-05
K09899,3.75484E-05
K08996,3.75522E-05
K04023,3.75613E-05
K03600,3.75653E-05
K12368,3.76234E-05
K07393,3.76512E-05
K01002,3.76568E-05
K03757,3.77227E-05
K09689,3.77897E-05
K01250,3.78017E-05
K13650,3.78568E-05
K02106,3.79077E-05
K11161,3.79134E-05
K01259,3.79441E-05
K00344,3.79536E-05
K13638,3.79796E-05
K05966,3.80248E-05
K07709,3.80678E-05
K03683,3.81214E-05
K09918,3.81783E-05
K05835,3.82039E-05
K09002,3.82831E-05
K03676,3.8292E-05
K06968,3.82967E-05
K06438,3.84079E-05
K00086,3.84107E-05
K11904,3.84131E-05
K01636,3.84496E-05
K01523,3.84918E-05
K03578,3.8546E-05
K03641,3.86747E-05
K11926,3.87058E-05
K07348,3.87313E-05
K03291,3.87353E-05
K02404,3.87438E-05
K06899,3.87682E-05
K12290,3.88055E-05
K02468,3.89148E-05
K05834,3.89245E-05
K07034,3.89256E-05
K13891,3.89846E-05
K12147,3.89894E-05
K01085,3.90435E-05
K01076,3.90478E-05
K03670,3.90609E-05
K11179,3.90661E-05
K02024,3.91173E-05
K12962,3.91757E-05
K06603,3.92232E-05
K03289,3.92929E-05
K11383,3.93003E-05
K05982,3.93594E-05
K10943,3.93757E-05
K11744,3.93871E-05
K03817,3.93995E-05
K02413,3.95665E-05
K12944,3.97277E-05
K07186,3.97309E-05
K07039,3.97358E-05
K01632,3.97828E-05
K09964,3.98431E-05
K13979,3.98742E-05
K04026,3.98958E-05
K12067,4.00372E-05
K05880,4.004E-05
K07270,4.00845E-05
K05337,4.01082E-05
K06204,4.02232E-05
K05820,4.02245E-05
K05802,4.02409E-05
K02819,4.02913E-05
K08305,4.02969E-05
K03772,4.04526E-05
K11201,4.05805E-05
K10194,4.06525E-05
K06181,4.06545E-05
K01141,4.07166E-05
K01147,4.07269E-05
K00015,4.08031E-05
K09913,4.08147E-05
K00374,4.08249E-05
K12064,4.08261E-05
K02062,4.0855E-05
K03752,4.08724E-05
K08682,4.09068E-05
K03745,4.10445E-05
K03755,4.11033E-05
K01638,4.11283E-05
K03753,4.11502E-05
K07708,4.11644E-05
K08312,4.1174E-05
K00883,4.12156E-05
K12059,4.12202E-05
K08281,4.12739E-05
K08300,4.12939E-05
K06127,4.13519E-05
K08989,4.13592E-05
K11521,4.13674E-05
K11075,4.13831E-05
K07702,4.13845E-05
K01595,4.13916E-05
K11932,4.1429E-05
K03576,4.14622E-05
K02570,4.14778E-05
K00068,4.14951E-05
K01071,4.15405E-05
K02116,4.1544E-05
K05501,4.15677E-05
K07651,4.15904E-05
K02302,4.16458E-05
K00197,4.1702E-05
K12060,4.17462E-05
K05774,4.17755E-05
K05804,4.17816E-05
K00619,4.18161E-05
K02573,4.18166E-05
K12994,4.19583E-05
K02455,4.19765E-05
K07774,4.20023E-05
K07589,4.20459E-05
K02818,4.20609E-05
K11896,0.000042087
K06320,4.23018E-05
K06394,4.23312E-05
K11685,4.23856E-05
K05964,4.25085E-05
K03556,4.25833E-05
K01295,4.2636E-05
K02567,4.26678E-05
K03973,4.26942E-05
K07400,4.2807E-05
K07008,4.28111E-05
K01730,4.28155E-05
K03336,4.28256E-05
K09800,4.28598E-05
K06351,4.28845E-05
K08304,4.29251E-05
K01631,4.2983E-05
K01621,4.30653E-05
K03736,4.30797E-05
K12369,4.31442E-05
K11712,4.31638E-05
K01194,4.3164E-05
K12992,4.31703E-05
K09771,4.31854E-05
K06077,4.31863E-05
K05781,4.32154E-05
K11258,4.32848E-05
K05785,4.3467E-05
K02457,4.36779E-05
K02418,4.36944E-05
K10918,4.37549E-05
K02462,4.38057E-05
K08369,4.38559E-05
K03834,4.38779E-05
K09858,4.38849E-05
K00641,4.39253E-05
K07480,4.39685E-05
K03449,4.39781E-05
K05816,4.40145E-05
K01771,4.408E-05
K04084,4.41416E-05
K08993,4.42527E-05
K02278,4.43177E-05
K09490,4.43662E-05
K14591,4.44055E-05
K00162,4.45765E-05
K10547,4.45967E-05
K00772,4.46237E-05
K05343,4.47025E-05
K06203,4.48758E-05
K06295,4.4934E-05
K09766,4.4941E-05
K10192,4.49548E-05
K10760,4.49562E-05
K03451,4.50348E-05
K02688,4.51204E-05
K01061,4.51311E-05
K11184,4.5145E-05
K11893,4.54044E-05
K01216,4.54522E-05
K02783,4.56257E-05
K07771,4.56361E-05
K01838,4.56973E-05
K03577,4.57046E-05
K09007,4.59687E-05
K04082,4.60086E-05
K07645,4.60964E-05
K01919,4.6177E-05
K07770,4.61784E-05
K01428,4.62043E-05
K11329,4.62154E-05
K02744,4.62538E-05
K01792,4.63634E-05
K07799,4.64047E-05
K02841,4.64081E-05
K02806,4.64198E-05
K01708,4.6427E-05
K10805,4.64751E-05
K02389,4.64782E-05
K07716,4.65268E-05
K02409,4.65364E-05
K00030,4.65705E-05
K02390,4.66218E-05
K13954,4.66571E-05
K04030,4.67016E-05
K08310,4.68322E-05
K07812,4.68402E-05
K07452,4.68433E-05
K00370,4.68494E-05
K06998,4.70129E-05
K08680,4.70699E-05
K06396,4.70746E-05
K02191,4.7114E-05
K11891,4.72071E-05
K02119,4.72446E-05
K00955,4.72588E-05
K03338,4.72651E-05
K02019,4.72836E-05
K00574,0.000047321
K07074,4.73464E-05
K08092,4.74119E-05
K07278,4.74508E-05
K02168,4.74586E-05
K03638,4.74607E-05
K01150,4.74675E-05
K01761,4.74932E-05
K03316,4.75197E-05
K07533,4.75463E-05
K07313,4.75634E-05
K02052,4.75948E-05
K11076,4.76571E-05
K13963,4.76682E-05
K05499,4.76801E-05
K07485,4.7767E-05
K03808,4.78868E-05
K07184,4.79113E-05
K03535,4.79599E-05
K07346,4.7983E-05
K09889,4.80402E-05
K11906,4.81234E-05
K04044,4.81468E-05
K11103,4.81558E-05
K01113,4.81955E-05
K11203,4.83011E-05
K08159,4.83201E-05
K02532,4.83882E-05
K10678,4.83921E-05
K03560,4.84244E-05
K02507,4.85017E-05
K13049,4.85172E-05
K09824,4.87004E-05
K00712,4.87079E-05
K02197,4.87495E-05
K11202,4.87679E-05
K07677,4.88016E-05
K00795,4.88065E-05
K01659,4.88495E-05
K10193,4.88549E-05
K01501,4.88556E-05
K13052,4.89434E-05
K02075,4.89823E-05
K06404,4.89973E-05
K07019,4.90373E-05
K03071,4.90728E-05
K09474,4.93021E-05
K00693,4.94175E-05
K05838,4.94736E-05
K08485,4.94744E-05
K07236,4.94775E-05
K01772,4.95521E-05
K14392,4.97105E-05
K09749,4.97654E-05
K02055,4.97691E-05
K13020,4.97973E-05
K06866,4.98001E-05
K03926,4.98371E-05
K04019,4.99601E-05
K04755,5.00154E-05
K08590,5.00407E-05
K01551,5.00588E-05
K08282,5.00628E-05
K02471,5.00946E-05
K01028,5.0144E-05
K09798,5.0184E-05
K12150,0.000050234
K03762,5.02422E-05
K00982,5.02691E-05
K03382,5.02712E-05
K13637,5.03679E-05
K00161,5.04346E-05
K07145,5.06486E-05
